Date,Symbol,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
2021-04-01,TCS,2805.2228049953965,2826.232660230302,2764.6972679391292,2782.27880859375,4285076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,TCS,2787.553427745333,2868.4285193103187,2769.971886100771,2847.24267578125,5317862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,TCS,2878.976653524238,2878.976653524238,2839.4181956895536,2869.922119140625,2291562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,TCS,2864.9115442831585,2881.2184632873655,2843.637926767542,2875.81201171875,2491268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,TCS,2874.5811932499187,2931.7211863879143,2871.1088827444364,2916.20556640625,2578118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,TCS,2948.424367663105,2948.7321304719153,2907.986824159079,2920.513671875,2911129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,TCS,2920.5133666529578,2934.4468220123777,2824.649983332408,2853.96728515625,3791828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,TCS,2825.35319397879,2825.35319397879,2701.44734620822,2728.69873046875,8654596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,TCS,2778.1470543691926,2845.791985824758,2714.1062098015173,2829.704833984375,6062760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,TCS,2838.5393096103458,2854.362693807616,2797.7502273047353,2808.782470703125,3224657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,TCS,2785.795621452469,2803.377165292497,2755.994990491003,2779.46630859375,2679106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,TCS,2835.0229622074467,2835.330724965426,2748.302113102314,2764.30126953125,3141893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,TCS,2767.3345341010545,2767.3345341010545,2729.753990475635,2741.66552734375,1988980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,TCS,2729.533899862066,2741.8409770273056,2717.270819467524,2733.48974609375,1615309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,TCS,2726.9408872803356,2771.7298181062615,2714.633809115576,2725.842041015625,2490260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,TCS,2730.41255774565,2756.872855437213,2727.7753273292824,2753.2685546875,1471417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,TCS,2769.0482277580213,2769.9713014232066,2735.687302452878,2746.32421875,1639037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-29,TCS,2765.224258014511,2775.5534111245584,2729.9731900639367,2738.544189453125,1621395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,TCS,2724.259683391263,2753.3132218090022,2654.812598851763,2668.570068359375,3072305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,TCS,2659.1201616100943,2685.5804674477026,2640.7475365672335,2669.757080078125,1545831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,TCS,2692.4368405095456,2716.3476898721206,2667.998459146241,2680.96484375,1990777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,TCS,2698.765922236356,2724.6106957094466,2683.294083870649,2721.358154296875,1939289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,TCS,2729.9733926378744,2755.0270850191914,2702.2824694795772,2735.203857421875,1791671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,TCS,2754.14854043193,2777.751846295452,2735.512148929457,2754.060546875,1912540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,TCS,2765.5322604784997,2781.5754158169793,2747.115640150612,2765.13671875,2137153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,TCS,2747.1153139481335,2749.8405381869234,2717.358475020094,2745.005615234375,2415625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,TCS,2742.720290729441,2742.720290729441,2699.2939719735896,2714.23828125,1978558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,TCS,2723.8200362366615,2723.8200362366615,2672.3940326478782,2682.50341796875,2043935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,TCS,2685.5802450608003,2703.3375576036415,2668.877781998229,2698.546630859375,2890462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,TCS,2725.1388328469043,2746.2366818753967,2705.79913790412,2715.293212890625,2098538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,TCS,2711.073095164463,2740.961709054084,2696.216781754915,2709.31494140625,1986041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,TCS,2696.2166289916227,2715.292553263747,2683.030476552131,2689.97509765625,2329027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,TCS,2690.854823863694,2714.7656764673193,2685.668355166535,2707.996826171875,1685566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,TCS,2708.8759765625,2729.534287595834,2700.5247444426413,2708.8759765625,1652260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,TCS,2731.4023710335377,2763.424795338184,2722.6570228010933,2750.836669921875,1841613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,TCS,2756.1362259082634,2795.888190705017,2741.8255617150744,2790.146240234375,1923753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,TCS,2793.194160468886,2842.4866454694256,2793.061740172022,2809.13916015625,5959785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,TCS,2817.5315458708037,2825.0402519814484,2769.961597949591,2776.984619140625,1763701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,TCS,2782.637645424478,2800.6144542582383,2763.7334632434854,2790.720458984375,1652799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,TCS,2799.0681193626156,2800.2605487714864,2766.7364386967765,2785.287353515625,1377441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,TCS,2783.388282396119,2790.9851945829346,2751.7191332311404,2764.48388671875,2240078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,TCS,2786.656916039065,2786.656916039065,2758.477060767355,2774.907958984375,1281706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04,TCS,2763.2032672713717,2788.6887800926147,2760.5531362605616,2777.116455078125,1836060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,TCS,2778.2208596814926,2818.3703040112887,2768.150447443102,2811.9658203125,2559821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,TCS,2825.039790463917,2854.191232954633,2815.499275242402,2826.93896484375,2574057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,TCS,2828.573009280281,2844.473794466741,2814.615610260748,2827.027099609375,1710925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,TCS,2835.640453603074,2848.007732839972,2820.6230431011263,2841.6474609375,1874324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,TCS,2837.00953589567,2923.0945840947657,2836.523635396885,2891.999755859375,3452954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,TCS,2896.593059948897,2922.8293126007034,2888.951935490787,2894.252197265625,1847360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,TCS,2913.377567002768,2913.377567002768,2872.3447453737463,2882.238525390625,1304985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,TCS,2881.6637408883203,2910.461697119566,2873.624925196123,2892.485107421875,1635552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,TCS,2884.668008008239,2946.9903074471954,2879.809433810093,2930.824462890625,2273413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,TCS,2960.1076630224497,2966.379725481186,2893.0594404261124,2912.7587890625,3380431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,TCS,2884.22590768231,2902.7768246995624,2872.4769504377414,2891.38134765625,1130569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,TCS,2918.6773559419053,2939.0392371670882,2901.893194391392,2916.203857421875,1708688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23,TCS,2940.7617764131733,2940.7617764131733,2876.6285255416315,2881.04541015625,1467104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,TCS,2901.0099814260343,2988.4643018161614,2896.151408071027,2980.16064453125,4155204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,TCS,2981.6179668844566,3003.1722775928047,2959.3126995223847,2986.520751953125,2722861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,TCS,2995.9732923655597,2995.9732923655597,2944.2957344698248,2947.6083984375,1355238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29,TCS,2952.245777697685,2973.7118807948364,2938.553434922606,2951.22998046875,1497322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,TCS,2955.779682158569,2987.5812567424623,2949.1543541202577,2955.558837890625,1693146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,TCS,2966.37967414405,2969.9131817963957,2943.721142590661,2951.803955078125,990310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02,TCS,2942.5287620044955,2950.214098705569,2910.903822539493,2937.6259765625,1682274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,TCS,2952.2459856841406,2980.5140501790215,2916.9109050655393,2933.695068359375,1972858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,TCS,2926.627742989816,2939.8783968216444,2876.363682388358,2881.840576171875,2159420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-07,TCS,2893.059592841762,2899.8615524149545,2863.554888146933,2893.015380859375,2640710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,TCS,2913.3777715973606,2913.3777715973606,2854.986457100049,2878.484375,2485811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09,TCS,2870.9752733935225,2899.2433376238587,2827.68980004082,2834.005859375,6365067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,TCS,2857.7245916296874,2858.6079686286457,2816.515140895574,2820.711181640625,1892226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13,TCS,2839.1738738783592,2839.1738738783592,2804.72216850149,2815.80859375,1809339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,TCS,2815.3223456699457,2846.2405389860573,2813.5555917661677,2839.659423828125,2044279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15,TCS,2857.410052686177,2861.1725983413016,2827.6637229336393,2835.587158203125,2232968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,TCS,2844.484084817698,2850.548508646721,2825.8926855705236,2828.37158203125,1256526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,TCS,2815.2690644874374,2832.79814151296,2811.7278455383967,2819.341552734375,1597058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,TCS,2819.3421743627855,2846.2553578539632,2794.155076123223,2838.110595703125,1811945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22,TCS,2824.122327250977,2855.0636869502946,2824.122327250977,2847.4501953125,2859334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,TCS,2859.534453094165,2869.759766579906,2838.8624999266235,2844.3515625,1776193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,TCS,2832.9758386643216,2854.4444836916996,2824.8753848312026,2830.806884765625,1259611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,TCS,2832.9753493862218,2841.828397353054,2798.581171579533,2817.880859375,1121367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-28,TCS,2822.351801458965,2836.915022702332,2773.128766395787,2831.02783203125,1660654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,TCS,2833.1968876310666,2855.5065269494357,2824.388147472567,2829.25732421875,1731997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,TCS,2849.7966940486167,2853.7805664074917,2799.6442540307867,2804.1591796875,2999943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,TCS,2815.2692243116567,2855.019322815732,2803.760262073905,2850.150146484375,2608669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,TCS,2858.6492426950676,2912.652836316746,2849.751886091919,2908.1376953125,3804735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-04,TCS,2921.505344591416,2926.1088855430057,2887.1554809484537,2898.443115234375,2929598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-05,TCS,2899.3731961922103,2934.7853879014283,2888.30688628308,2907.296630859375,2534521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06,TCS,2897.2047635883696,2942.753660136162,2890.520667973697,2930.182373046875,2292362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,TCS,2942.6646174826997,2954.26219713046,2930.3589668869713,2941.602294921875,1510489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,TCS,2935.3171588418413,2965.682945510539,2935.3171588418413,2951.51806640625,2040777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-11,TCS,2965.7715305979195,2974.624579942988,2945.498134053273,2960.63671875,1929707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12,TCS,2944.523714291042,2981.706515253226,2944.523714291042,2967.3203125,1310205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13,TCS,2975.288336631401,3080.86094219364,2972.4110958089495,3066.164794921875,4363584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,TCS,3063.154973605649,3093.565283570846,3042.350308322489,3074.61962890625,2083489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,TCS,3082.7198949552444,3152.39333868331,3065.8104870148636,3145.5322265625,4336019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,TCS,3163.946961523481,3182.671073455571,3130.969354434129,3152.17236328125,2631309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20,TCS,3103.878624900135,3164.9646560233837,3098.5667961068093,3151.242431640625,2836148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,TCS,3169.391111627186,3251.72445614711,3153.367008657548,3220.20751953125,3744176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,TCS,3237.5593488015643,3246.722339074466,3182.1391870835214,3198.782958984375,2511141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25,TCS,3195.9506271458217,3273.6361306173026,3193.3390209691447,3239.33056640625,2123263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26,TCS,3240.2160812526786,3264.650584058669,3229.5038050202993,3250.70703125,1902533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27,TCS,3245.5273844523076,3301.744239038429,3232.33642943804,3293.466552734375,3944728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,TCS,3288.90719648561,3311.3497586964454,3264.64993242064,3276.778564453125,2033114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,TCS,3283.949813871985,3367.788358369069,3278.6822930983203,3352.16259765625,3207480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,TCS,3360.617533607576,3378.943302536192,3281.825394384427,3288.863525390625,2643336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02,TCS,3305.728049074127,3416.523855854154,3295.104391712346,3396.693115234375,3403717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,TCS,3386.2910073224075,3414.5321452155067,3368.1865666025374,3401.385498046875,1746812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,TCS,3408.1578475277897,3432.857981147022,3376.5525093752026,3410.194091796875,1723693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07,TCS,3420.817620761608,3426.0851408991393,3371.461879985868,3378.234375,1585039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,TCS,3373.0114584992302,3377.4379827229823,3325.2049968827055,3341.273193359375,4147175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09,TCS,3355.0394587057644,3371.860249411292,3333.172474016351,3356.54443359375,1441148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,TCS,3334.94340668906,3410.5483552564024,3334.94340668906,3404.30712890625,1691473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-14,TCS,3408.379146448871,3449.5901278133597,3386.2908350791995,3440.205810546875,1991188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15,TCS,3436.842846183306,3523.514124756287,3422.589348318544,3500.983154296875,2461369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-16,TCS,3479.2479470590197,3525.062471552736,3445.694980793567,3455.6103515625,2946666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17,TCS,3470.395463347687,3492.5280874761797,3368.5853923566196,3388.814697265625,6477148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,TCS,3372.126214285933,3427.015115647374,3371.1082001517175,3384.963134765625,2002008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-21,TCS,3415.506455653458,3427.5023808081705,3383.3255346559063,3419.888671875,1568129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22,TCS,3419.4901189466127,3449.9004282075575,3410.592761622935,3419.18017578125,1744067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-23,TCS,3426.12955476776,3434.0972979183825,3395.143886959783,3425.465576171875,2003869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24,TCS,3443.8361647603924,3491.996666315878,3412.8504923268156,3427.281005859375,2320754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,TCS,3452.688378391981,3456.229597241614,3366.7252043616068,3396.869873046875,1673362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28,TCS,3408.4236415395485,3408.4236415395485,3320.9997883961637,3345.69970703125,2253075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29,TCS,3328.5693913486634,3369.470434317807,3295.2375323295264,3356.987548828125,2489161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,TCS,3368.58512538238,3368.58512538238,3319.9819731037724,3342.512939453125,2252412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,TCS,3348.001273095659,3373.0111325429925,3297.7602280111937,3302.36376953125,1578374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,TCS,3297.5834677792773,3349.6835272429826,3282.2233425522586,3340.520751953125,1356860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,TCS,3323.4342025006117,3399.5704149180474,3312.4565094913187,3393.638916015625,1877966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-06,TCS,3396.029589006554,3415.0193358424335,3359.732088185577,3373.808349609375,1678154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-07,TCS,3390.7172487873872,3451.8032775514416,3381.908509606429,3446.40283203125,1647233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-08,TCS,3474.82110269818,3532.2772938388457,3452.6884842096565,3484.24951171875,2934339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
